idEla,tema,concepto,acuerdo,fundamento
9736,1,no_discriminacion,A,"de ningún tipo y basada en ninguna condición de raza, etnia, edad, religión, sexo, clase, orientación sexual, nacionalidad o cualquier otra."
12697,2,no_discriminacion,A,"Derecho que el Estado debe garantizar. Reconocer a todo/as  y valorar la diversidad de los/as ciudadanos/as del país: jóvenes, mujeres, personas en situación de discapacidad, diversidad sexual, personas mayores, ´pueblos originarios, migrantes, etc."
15354,2,no_discriminacion,A,"No se debe discriminar a nadie durante algún proceso educativo, fiscal, de justicia, etc, por su nacionalidad, sexo, religión, cultura, situación económica, etc. Todos debemos ser iguales ante los ojos de todos."
