idEla,tema,concepto,acuerdo,fundamento
643,1,libertad_de_expresion,A,es un valor que esta en la declaración universal de los derechos humanos que la nueva carta magna debe consignar. Para opinar en lo que respecta a los organismos del estado deben poner a disposición toda la informacion
1520,1,libertad_de_expresion,A,Con responsabilidad de medios masivos
2010,1,libertad_de_expresion,P,Garantizar la expresión de las diversas identidades
5850,3,libertad_de_expresion,A,"PERMITIR QUE LAS PERSONAS PUEDAN EXPRESARSE LIBREMENTE Y ESCUCHAR, DIALOGAR PARA LLEGAR A UN ACUERDO YA QUE ES UNO DE LOS PILARES IMPORTANTES DE UNA DEMOCRACIA QUITATIVA."
9306,1,libertad_de_expresion,A,"EL ESTADO DEBERA GARANTIZAR LA NO MONOPOLIZACIÓN DE LOS MEDIOS DE COMUNICACIÓN Y LA LIBERTAD DE INFORMACIÓN, OPINIÓN Y COMUNICACIÓN."
10587,2,libertad_de_expresion,A,TANTO PARA LOS MEDIOS DE COMUNICACIÓN COMO PARA LA COMUNIDAD
