idEla,lat,lng,comuna,fecha
3635,-33.5775911,-70.6362329,La Pintana,2016-06-15 15:00:00
3637,\N,\N,Ñuñoa,2016-06-12 16:00:00
3639,\N,\N,Las Condes,2016-06-20 16:01:00
3645,\N,\N,Puente Alto,2016-06-07 19:30:00
3649,-33.5394777,-70.7807454,Maipú,2016-05-28 18:00:00
3651,\N,\N,Antofagasta,2016-06-09 08:00:00
3652,\N,\N,Chimbarongo,2016-05-20 18:00:00
3653,-38.7584295,-72.6220745,Padre Las Casas,2016-06-07 15:30:00
3654,\N,\N,Peñalolén,2016-06-17 20:00:00
3655,\N,\N,Santiago,2016-06-03 13:30:00
3656,\N,\N,Extranjero,2016-06-13 18:30:00
3658,\N,\N,Independencia,2016-06-23 19:00:00
3661,\N,\N,Maipú,2016-06-04 14:00:00
3662,-33.4227876,-70.5750953,Las Condes,2016-06-19 17:00:00
3663,-36.8273063,-73.0477216,Concepción,2016-06-11 10:15:00
3664,\N,\N,Puente Alto,2016-06-21 17:30:00
3665,-39.8347794,-73.2426353,Valdivia,2016-06-12 15:00:00
3668,\N,\N,Teodoro Schmidt,2016-06-24 18:30:00
3669,-26.2434647,-69.6284404,Diego de Almagro,2016-06-23 18:30:00
3670,\N,\N,Punta Arenas,2016-06-25 09:15:00
3671,-33.8657074,-70.7501522,Paine,2016-05-18 15:00:00
3673,\N,\N,Antofagasta,2016-06-11 19:00:00
3674,-33.3749493,-70.6349924,Huechuraba,2016-05-28 16:30:00
3675,\N,\N,Renca,2016-06-19 12:20:00
3677,-33.4391291,-70.582348,Ñuñoa,2016-06-20 18:30:00
3678,\N,\N,Las Condes,2016-06-28 17:00:00
3682,-27.3618075,-70.3402795,Copiapó,2016-06-28 18:00:00
3683,-33.4864716,-70.6535399,San Miguel,2016-06-18 12:30:00
3684,\N,\N,Ovalle,2016-06-24 19:15:00
3686,-33.4637308,-70.6555472,Santiago,2016-06-18 12:00:00
3687,\N,\N,Santiago,2016-06-28 19:30:00
3689,-33.4472266,-70.6384576,Santiago,2016-06-27 19:00:00
3690,\N,\N,Santiago,2016-06-10 14:00:00
3692,\N,\N,Punta Arenas,2016-06-28 15:30:00
3693,\N,\N,Santiago,2016-06-23 11:00:00
3694,\N,\N,Santiago,2016-06-04 09:30:00
3695,\N,\N,Nogales,2016-06-18 17:00:00
3697,\N,\N,Ñuñoa,2016-06-12 17:00:00
3698,-20.2115619,-70.139668,Iquique,2016-06-12 17:00:00
3702,-33.5019336,-70.6733497,Pedro Aguirre Cerda,2016-06-17 19:00:00
3705,\N,\N,Loncoche,2016-06-23 17:00:00
3706,\N,\N,Copiapó,2016-05-26 17:30:00
3707,\N,\N,La Reina,2016-06-11 16:00:00
3709,-33.4397541,-70.6070493,Providencia,2016-06-04 10:00:00
3710,\N,\N,La Serena,2016-06-11 10:00:00
3711,\N,\N,Talcahuano,2016-06-04 16:00:00
3712,\N,\N,Peñaflor,2016-06-27 15:00:00
3713,\N,\N,Quillota,2016-06-15 19:00:00
3714,\N,\N,Linares,2016-06-10 16:30:00
3717,\N,\N,Talca,2016-06-10 20:00:00
3719,\N,\N,Valparaíso,2016-06-24 18:00:00
3720,-33.4773218,-70.7325697,Maipú,2016-06-25 15:00:00
3721,\N,\N,Puente Alto,2016-06-16 10:00:00
3723,-33.4682959,-70.5928517,Ñuñoa,2016-06-18 16:00:00
3725,\N,\N,Maullín,2016-06-21 18:00:00
3727,\N,\N,Monte Patria,2016-06-17 10:00:00
3728,\N,\N,Providencia,2016-06-27 11:00:00
3730,\N,\N,Antofagasta,2016-06-18 18:00:00
3732,\N,\N,Iquique,2016-06-24 19:30:00
3737,\N,\N,La Calera,2016-05-29 17:30:00
3738,\N,\N,Cobquecura,2016-06-05 17:00:00
3740,\N,\N,Renca,2016-06-20 13:50:00
3743,-33.468155,-70.6441447,Santiago,2016-06-11 15:00:00
3748,\N,\N,Ñuñoa,2016-06-11 11:00:00
3749,\N,\N,Pedro Aguirre Cerda,2016-05-25 11:16:00
3750,\N,\N,Talcahuano,2016-06-25 14:00:00
3752,-20.2440239,-70.1347732,Iquique,2016-06-03 20:00:00
3753,-40.3321897,-72.9547895,Río Bueno,2016-05-31 10:30:00
3755,\N,\N,Cerrillos,2016-06-12 16:00:00
3757,\N,\N,La Reina,2016-06-16 18:00:00
3758,\N,\N,San Antonio,2016-06-28 15:30:00
3761,-33.4507618,-70.6485914,Providencia,2016-06-18 15:00:00
3762,\N,\N,Lo Barnechea,2016-06-21 19:00:00
3763,\N,\N,Santiago,2016-06-04 12:00:00
3764,\N,\N,Los Andes,2016-06-17 10:00:00
3765,\N,\N,Santiago,2016-06-25 11:00:00
3766,\N,\N,San Felipe,2016-06-25 15:00:00
3767,\N,\N,Lo Espejo,2016-06-18 16:00:00
3769,\N,\N,Colchane,2016-06-16 15:00:00
3773,\N,\N,San Felipe,2016-06-13 14:00:00
3774,-33.4907987,-70.6002467,Macul,2016-06-16 16:30:00
3775,\N,\N,Los Ángeles,2016-06-16 16:00:00
3777,\N,\N,Maipú,2016-06-23 17:00:00
3780,\N,\N,Hijuelas,2016-06-04 19:00:00
3781,\N,\N,Santiago,2016-06-20 15:30:00
3782,-34.7148272,-71.0444211,Chimbarongo,2016-05-29 10:00:00
3783,\N,\N,Ñuñoa,2016-06-18 09:15:00
3787,\N,\N,La Ligua,2016-06-23 20:00:00
3788,\N,\N,Concepción,2016-06-21 08:00:00
3789,\N,\N,San Joaquín,2016-06-23 15:00:00
3791,\N,\N,Calama,2016-05-14 18:00:00
3792,\N,\N,Lebu,2016-06-23 15:37:00
3793,\N,\N,Quilpué,2016-05-30 18:30:00
3794,\N,\N,Iquique,2016-06-04 19:02:00
3796,-35.5969963,-71.7244368,San Javier,2016-06-09 11:30:00
3799,\N,\N,Conchalí,2016-05-27 20:00:00
3800,\N,\N,Pelluhue,2016-06-20 10:20:00
3802,-35.5969963,-71.7244368,San Javier,2016-06-09 11:30:00
3803,\N,\N,Extranjero,2016-05-10 18:30:00
3805,\N,\N,Extranjero,2016-06-22 14:00:00
3807,\N,\N,Providencia,2016-06-12 15:30:00
3809,\N,\N,Temuco,2016-06-25 15:30:00
3813,\N,\N,Extranjero,2016-05-21 14:30:00
3815,-33.0297941,-71.5162481,Quilpué,2016-05-28 09:00:00
3817,\N,\N,Valdivia,2016-06-11 10:30:00
3821,\N,\N,Macul,2016-05-22 19:03:00
3824,-33.4163505,-70.6529221,Independencia,2016-06-27 12:30:00
3825,-33.4613254,-70.5700124,Peñalolén,2016-06-04 20:00:00
3826,\N,\N,San Fernando,2016-06-14 18:30:00
3828,\N,\N,Rauco,2016-06-14 16:00:00
3833,\N,\N,Vitacura,2016-06-23 19:30:00
3835,\N,\N,Peñalolén,2016-06-10 20:00:00
3836,\N,\N,Ñuñoa,2016-06-16 14:00:00
3842,-32.7555164,-70.7056189,San Felipe,2016-06-15 16:15:00
3843,\N,\N,La Reina,2016-06-04 14:00:00
3844,-33.4445533,-70.6620578,Providencia,2016-06-04 10:00:00
3845,\N,\N,Vitacura,2016-05-28 13:30:00
3846,\N,\N,Ovalle,2016-05-30 17:41:00
3849,-33.4348127,-70.557912,Ñuñoa,2016-06-11 15:00:00
3851,-53.1379134,-70.8706097,Punta Arenas,2016-06-18 16:00:00
3852,\N,\N,Casablanca,2016-05-27 19:00:00
3854,\N,\N,Santiago,2016-06-04 18:00:00
3855,\N,\N,Puente Alto,2016-06-15 16:30:00
3856,\N,\N,San Fernando,2016-06-22 10:00:00
3859,\N,\N,Ñuñoa,2016-06-23 19:00:00
3860,-33.419182,-70.583187,Las Condes,2016-06-23 21:30:00
3862,\N,\N,Quillota,2016-06-24 20:10:00
3864,\N,\N,Quinta Normal,2016-06-15 18:00:00
3865,\N,\N,La Reina,2016-06-12 16:00:00
3869,\N,\N,Puerto Varas,2016-06-21 20:00:00
3873,\N,\N,Lo Barnechea,2016-06-24 20:00:00
3874,\N,\N,Las Condes,2016-06-09 18:00:00
3875,\N,\N,Coquimbo,2016-06-11 13:30:00
3877,\N,\N,Ovalle,2016-05-12 00:00:00
3878,\N,\N,Las Condes,2016-06-13 20:30:00
3879,\N,\N,Coyhaique,2016-06-24 18:00:00
3880,-33.491255,-70.5938033,Ñuñoa,2016-05-06 19:30:00
3882,\N,\N,Rancagua,2016-05-27 17:00:00
3883,\N,\N,La Florida,2016-06-18 16:00:00
3885,-33.4448894,-70.6502897,Santiago,2016-06-04 10:00:00
3886,-33.4553635,-70.6209463,Ñuñoa,2016-05-29 16:00:00
3887,-33.0699631,-71.5749379,Valparaíso,2016-06-16 14:30:00
3890,\N,\N,La Reina,2016-06-19 16:00:00
3892,-33.5809691,-70.635207,La Pintana,2016-06-27 16:30:00
3893,-33.3737126,-70.6346298,Huechuraba,2016-06-18 17:30:00
3897,\N,\N,San Miguel,2016-05-29 17:00:00
3898,\N,\N,Santiago,2016-06-21 14:00:00
3901,\N,\N,Arica,2016-06-04 18:00:00
3902,\N,\N,Macul,2016-06-28 17:00:00
3905,-36.7562373,-73.0911792,Talcahuano,2016-06-20 18:00:00
3906,\N,\N,Casablanca,2016-06-19 19:00:00
3907,\N,\N,Valdivia,2016-06-10 15:31:00
3908,\N,\N,La Pintana,2016-06-18 17:00:00
3910,\N,\N,Paillaco,2016-06-21 17:30:00
3912,-33.5003968,-70.7576748,Maipú,2016-05-12 13:00:00
3913,\N,\N,La Florida,2016-06-17 16:00:00
3915,\N,\N,Concepción,2016-05-28 09:00:00
3918,\N,\N,El Bosque,2016-05-22 15:30:00
3919,\N,\N,Copiapó,2016-06-05 18:30:00
3922,-33.4043743,-70.7132565,Quinta Normal,2016-06-16 18:00:00
3925,\N,\N,Las Condes,2016-05-21 19:00:00
3929,-33.5228588,-70.6017958,San Miguel,2016-06-11 18:00:00
3930,\N,\N,Los Ángeles,2016-06-28 16:00:00
3931,\N,\N,Ñuñoa,2016-06-27 15:00:00
3934,\N,\N,San Rosendo,2016-06-20 14:00:00
3936,\N,\N,Las Condes,2016-06-28 18:15:00
3937,-40.795491,-73.2150452,Río Negro,2016-05-05 19:30:00
3939,\N,\N,La Serena,2016-06-05 18:00:00
3941,\N,\N,Temuco,2016-06-22 17:02:00
3944,\N,\N,Valparaíso,2016-06-13 14:00:00
3945,-20.2178192,-70.1427386,Iquique,2016-06-03 17:00:00
3947,-27.362235,-70.3468936,Copiapó,2016-06-27 16:00:00
3949,\N,\N,Providencia,2016-06-28 18:30:00
3951,\N,\N,Illapel,2016-06-21 09:30:00
3952,\N,\N,La Serena,2016-06-16 18:00:00
3955,-37.7915634,-72.7117034,Angol,2016-06-28 19:00:00
3958,\N,\N,San Pablo,2016-06-27 14:30:00
3959,-33.0173805,-71.5412697,Viña del Mar,2016-06-24 17:30:00
3960,\N,\N,Coquimbo,2016-06-18 15:30:00
3962,\N,\N,Curanilahue,2016-06-15 15:00:00
3964,\N,\N,Chiguayante,2016-06-17 15:30:00
3965,\N,\N,La Unión,2016-06-10 20:30:00
3966,\N,\N,Chillán,2016-05-22 16:00:00
3968,\N,\N,San Juan de la Costa,2016-06-23 11:00:00
3971,-33.5363288,-70.5658727,La Florida,2016-06-11 18:00:00
3973,\N,\N,Viña del Mar,2016-05-28 15:00:00
3974,-33.4572699,-70.6386729,Santiago,2016-06-05 11:00:00
3977,\N,\N,Extranjero,2016-06-21 14:00:00
3979,\N,\N,Chillán,2016-05-28 10:00:00
3980,\N,\N,San Pedro de La Paz,2016-06-23 18:10:00
3983,\N,\N,La Reina,2016-05-28 10:30:00
3986,\N,\N,Renca,2016-06-11 22:00:00
3991,-42.4711973,-73.7792302,Castro,2016-05-24 19:30:00
3992,\N,\N,Longaví,2016-06-21 18:00:00
3994,\N,\N,Santiago,2016-06-10 14:15:00
4000,\N,\N,Providencia,2016-06-15 19:30:00
4002,\N,\N,Santiago,2016-06-12 13:30:00
4003,-33.4421387,-70.6528584,Santiago,2016-06-24 17:30:00
4005,-33.4360004,-70.6618224,Santiago,2016-06-17 16:30:00
4006,\N,\N,Renca,2016-06-19 17:00:00
4007,\N,\N,Las Condes,2016-06-18 09:30:00
4010,-33.0173805,-71.5412697,Viña del Mar,2016-06-23 11:37:00
4014,\N,\N,Curicó,2016-06-11 18:00:00
4017,\N,\N,Puente Alto,2016-06-11 09:30:00
4018,\N,\N,Renca,2016-05-29 17:00:00
4020,\N,\N,La Ligua,2016-06-15 19:00:00
4021,-33.4449664,-70.6768022,Santiago,2016-06-01 19:15:00
4022,\N,\N,Ñuñoa,2016-06-18 16:00:00
4025,\N,\N,Castro,2016-06-17 19:00:00
4026,\N,\N,Las Condes,2016-06-17 20:30:00
4027,-33.4521717,-70.5328228,La Reina,2016-06-08 11:30:00
4031,\N,\N,Puente Alto,2016-06-08 18:00:00
4036,\N,\N,Copiapó,2016-06-23 15:00:00
4037,\N,\N,Lo Barnechea,2016-06-21 08:00:00
4041,\N,\N,La Florida,2016-06-15 18:00:00
4042,\N,\N,Licantén,2016-06-21 17:00:00
4045,-33.4786391,-70.6238355,Santiago,2016-06-11 19:00:00
4046,\N,\N,Santiago,2016-06-25 14:00:00
4047,\N,\N,Extranjero,2016-05-07 15:27:00
4049,-33.4403484,-70.679329,Santiago,2016-06-20 15:00:00
4050,\N,\N,Pemuco,2016-06-04 18:16:00
4051,\N,\N,Peñalolén,2016-06-18 19:30:00
4052,\N,\N,Melipilla,2016-05-07 15:00:00
4055,\N,\N,La Ligua,2016-06-28 14:10:00
4059,\N,\N,Curacautín,2016-06-16 19:15:00
4061,\N,\N,Maule,2016-06-06 18:00:00
4063,\N,\N,Vilcún,2016-06-22 15:00:00
4064,-33.5107023,-70.7617667,Maipú,2016-06-18 16:00:00
4065,\N,\N,Río Ibáñez,2016-06-12 15:00:00
4067,-33.4562848,-70.6648206,Santiago,2016-05-27 19:00:00
4070,\N,\N,La Ligua,2016-06-11 15:30:00
4072,\N,\N,Curacautín,2016-06-10 19:30:00
4074,\N,\N,Las Condes,2016-06-19 14:01:00
4075,\N,\N,Huechuraba,2016-06-04 17:36:00
4078,\N,\N,Pedro Aguirre Cerda,2016-06-28 10:00:00
4079,\N,\N,Providencia,2016-06-19 10:00:00
4080,-20.2331602,-70.1376837,Iquique,2016-06-28 16:00:00
4082,-38.7414032,-72.5789489,Temuco,2016-06-16 08:00:00
4085,\N,\N,Ovalle,2016-06-11 10:10:00
4088,\N,\N,Angol,2016-06-21 20:00:00
4089,\N,\N,San Miguel,2016-06-10 09:30:00
4090,\N,\N,Chile Chico,2016-06-19 15:00:00
4096,\N,\N,Longaví,2016-05-29 15:15:00
4098,\N,\N,Chillán,2016-06-12 17:00:00
4099,\N,\N,San Ramón,2016-06-14 18:00:00
4103,\N,\N,El Carmen,2016-06-23 08:15:00
4104,\N,\N,Ñuñoa,2016-06-07 19:00:00
4105,\N,\N,Lo Barnechea,2016-05-26 20:30:00
4106,\N,\N,Macul,2016-06-26 16:00:00
4107,\N,\N,Extranjero,2016-06-21 20:00:00
4108,-32.6260097,-70.7192169,Putaendo,2016-06-15 16:00:00
4109,-29.9021731,-71.2526542,La Serena,2016-06-10 19:00:00
4111,\N,\N,Santiago,2016-06-22 14:30:00
4112,\N,\N,Linares,2016-06-13 15:00:00
4113,\N,\N,Extranjero,2016-06-03 16:00:00
4114,\N,\N,Coquimbo,2016-05-13 15:30:00
4115,\N,\N,Estación Central,2016-05-21 17:00:00
4117,\N,\N,Rancagua,2016-06-18 15:00:00
4119,-33.042245,-71.6298967,Valparaíso,2016-06-18 10:00:00
4121,-36.7394358,-73.1002084,Talcahuano,2016-06-28 11:00:00
4123,\N,\N,Cauquenes,2016-05-25 19:00:00
4125,-26.3955485,-70.0486521,Diego de Almagro,2016-06-28 18:30:00
4127,\N,\N,Coyhaique,2016-05-31 09:30:00
4130,\N,\N,La Calera,2016-06-21 15:30:00
4131,\N,\N,Machalí,2016-06-18 15:00:00
4134,\N,\N,Rancagua,2016-06-18 16:00:00
4135,\N,\N,San Felipe,2016-06-28 18:00:00
4136,-33.5019456,-70.6642472,San Miguel,2016-05-25 16:30:00
4139,\N,\N,Alto Hospicio,2016-06-23 19:00:00
4144,\N,\N,Hualaihué,2016-06-28 18:00:00
4145,\N,\N,Puente Alto,2016-06-19 16:30:00
4146,-30.6045833,-71.2014904,Ovalle,2016-06-09 19:00:00
4147,-20.274976,-70.1262578,Iquique,2016-05-26 18:30:00
4148,-33.4324108,-70.5737036,La Reina,2016-06-11 10:00:00
4149,\N,\N,Curicó,2016-05-30 18:00:00
4151,-36.5948115,-72.0911855,Chillán,2016-06-16 13:42:00
4152,\N,\N,La Reina,2016-06-19 15:30:00
4157,-33.5114796,-70.6212832,San Joaquín,2016-06-04 11:00:00
4159,-29.9055488,-71.2673107,La Serena,2016-05-28 17:00:00
4161,\N,\N,Lo Barnechea,2016-06-05 16:00:00
4162,\N,\N,Chillán,2016-06-20 21:00:00
4163,-31.7811164,-70.9663422,Salamanca,2016-06-18 16:00:00
4164,\N,\N,Puente Alto,2016-06-18 10:30:00
4167,-33.4994254,-70.7172918,San Miguel,2016-06-25 16:15:00
4168,-33.0443925,-71.6058797,Valparaíso,2016-06-22 14:00:00
4169,-33.5090802,-70.6541014,San Miguel,2016-06-15 15:30:00
4174,\N,\N,Quilaco,2016-05-28 15:00:00
4177,\N,\N,Recoleta,2016-06-22 15:45:00
4179,-33.4731718,-70.5948992,Macul,2016-06-18 16:00:00
4181,\N,\N,Tiltil,2016-06-20 18:30:00
4182,\N,\N,La Reina,2016-06-14 16:30:00
4183,\N,\N,Vitacura,2016-06-22 18:00:00
4188,\N,\N,Concón,2016-05-18 19:00:00
4193,\N,\N,Puente Alto,2016-06-04 09:30:00
4196,-32.7491351,-70.7319977,San Felipe,2016-06-18 17:00:00
4197,-22.4548897,-68.9263752,Calama,2016-06-07 09:00:00
4198,\N,\N,Ñuñoa,2016-06-18 16:00:00
4199,-36.821529,-73.0370327,Concepción,2016-05-28 12:00:00
4201,-33.4214238,-70.7019502,Quinta Normal,2016-06-18 10:00:00
4202,\N,\N,Treguaco,2016-06-22 16:00:00
4203,\N,\N,Providencia,2016-06-05 10:53:00
4204,\N,\N,Providencia,2016-06-12 11:00:00
4206,\N,\N,Talca,2016-06-20 18:00:00
4208,\N,\N,Puerto Montt,2016-06-28 20:00:00
4209,\N,\N,Providencia,2016-06-19 15:00:00
4213,\N,\N,Estación Central,2016-06-02 19:30:00
4217,\N,\N,El Carmen,2016-05-30 16:00:00
4220,-39.8267633,-73.2377619,Valdivia,2016-06-21 16:00:00
4223,-33.0270919,-71.5719278,Viña del Mar,2016-06-06 19:00:00
4224,-33.6249093,-70.6095361,Pirque,2016-06-02 15:30:00
4229,-33.440656,-70.7362723,Lo Prado,2016-06-18 10:30:00
4231,\N,\N,Extranjero,2016-05-21 16:30:00
4232,\N,\N,Valparaíso,2016-05-23 19:23:00
4235,-33.4520581,-70.7188891,Maipú,2016-05-28 15:00:00
4236,\N,\N,Rauco,2016-06-21 16:15:00
4241,\N,\N,Coquimbo,2016-06-27 17:00:00
4242,\N,\N,Taltal,2016-06-24 11:00:00
4243,-36.6065417,-72.1051317,Chillán,2016-06-13 17:55:00
4244,\N,\N,Ñuñoa,2016-06-28 18:00:00
4245,\N,\N,Iquique,2016-06-25 19:30:00
4249,-32.8344757,-71.2282307,La Cruz,2016-06-04 15:30:00
4251,\N,\N,Purranque,2016-05-29 19:00:00
4252,\N,\N,Melipilla,2016-06-25 17:00:00
4253,\N,\N,Laja,2016-06-28 10:00:00
4259,\N,\N,Pedro Aguirre Cerda,2016-05-28 18:00:00
4260,-33.4518403,-70.6631415,Macul,2016-05-24 19:00:00
4261,\N,\N,Ñuñoa,2016-06-23 19:30:00
4266,-22.0893578,-70.1941152,Tocopilla,2016-06-02 18:30:00
4267,-33.4995869,-70.6154386,San Joaquín,2016-06-09 17:00:00
4268,\N,\N,Antofagasta,2016-06-20 19:00:00
4272,-33.4334166,-70.6444952,Recoleta,2016-06-04 16:00:00
4273,\N,\N,Copiapó,2016-06-17 18:00:00
4274,-33.6400067,-70.3523479,San José de Maipo,2016-06-17 18:00:00
4275,-33.4379803,-70.7048045,Quinta Normal,2016-06-12 16:00:00
4276,\N,\N,San Felipe,2016-06-01 17:00:00
4279,\N,\N,Viña del Mar,2016-06-04 16:30:00
4283,\N,\N,Punta Arenas,2016-06-05 15:30:00
4284,-33.0425163,-71.6276819,Valparaíso,2016-06-11 16:26:00
4288,-33.5697773,-70.6318056,Santiago,2016-06-07 10:30:00
4289,\N,\N,Las Condes,2016-05-28 10:00:00
4292,\N,\N,Ñuñoa,2016-05-21 12:55:00
4293,-33.6258704,-70.5816402,Puente Alto,2016-06-22 16:00:00
4294,\N,\N,Vitacura,2016-06-02 19:30:00
4295,-33.4553164,-70.6583056,Pedro Aguirre Cerda,2016-06-17 15:16:00
4296,-28.571768,-70.763828,Vallenar,2016-06-18 16:00:00
4297,-22.4548897,-68.9263752,Calama,2016-06-07 09:00:00
4298,-33.4334138,-70.6346729,Providencia,2016-05-28 10:30:00
4300,-36.9257927,-73.031201,Chiguayante,2016-06-21 19:30:00
4301,\N,\N,Cerrillos,2016-06-13 16:04:00
4302,\N,\N,Viña del Mar,2016-05-28 16:00:00
4303,\N,\N,Las Condes,2016-06-18 09:30:00
4305,\N,\N,Los Ángeles,2016-05-28 21:28:00
4307,\N,\N,María Pinto,2016-05-29 14:00:00
4310,-33.5315981,-70.6627812,La Cisterna,2016-06-18 23:12:00
4311,\N,\N,Puerto Varas,2016-06-11 18:00:00
4315,\N,\N,Paillaco,2016-06-14 15:30:00
4319,-33.447079,-70.6390219,Santiago,2016-06-11 17:00:00
4322,-33.4475786,-70.6350666,Santiago,2016-06-18 15:00:00
4332,\N,\N,Castro,2016-06-10 19:00:00
4334,\N,\N,La Reina,2016-06-17 09:30:00
4335,\N,\N,Purranque,2016-05-12 19:00:00
4336,\N,\N,Recoleta,2016-06-25 18:00:00
4337,\N,\N,Macul,2016-06-11 16:00:00
4338,\N,\N,Valparaíso,2016-06-04 13:15:00
4341,-41.3174845,-72.98479,Puerto Varas,2016-06-20 08:00:00
4343,\N,\N,Hualañé,2016-06-09 19:15:00
4345,\N,\N,El Tabo,2016-06-04 16:00:00
4347,-34.9888259,-71.2111906,Curicó,2016-06-02 08:10:00
4348,\N,\N,Los Andes,2016-06-22 15:00:00
4349,-33.5108503,-70.6600936,San Miguel,2016-06-03 18:00:00
4353,\N,\N,Río Claro,2016-06-28 14:00:00
4354,\N,\N,La Serena,2016-06-23 17:30:00
4355,\N,\N,Codegua,2016-06-18 18:00:00
4357,\N,\N,Curacautín,2016-06-13 15:00:00
4360,\N,\N,Curicó,2016-06-20 16:00:00
4361,\N,\N,Vitacura,2016-06-11 19:00:00
4362,-32.7499326,-70.7208446,San Felipe,2016-06-24 09:30:00
4365,-32.4075393,-71.0313632,Cabildo,2016-06-17 18:30:00
4371,-43.1870304,-71.8647429,Futaleufú,2016-06-17 19:30:00
4372,\N,\N,San Carlos,2016-06-11 15:00:00
4373,\N,\N,San Antonio,2016-06-07 16:00:00
4376,\N,\N,Providencia,2016-06-11 16:00:00
4378,\N,\N,Lo Barnechea,2016-06-05 20:00:00
4379,\N,\N,Valparaíso,2016-06-04 17:00:00
4380,\N,\N,Las Condes,2016-06-09 19:00:00
4381,\N,\N,Quilpué,2016-06-17 18:30:00
4383,\N,\N,La Pintana,2016-06-11 16:00:00
4386,\N,\N,Coquimbo,2016-06-18 16:00:00
4387,\N,\N,Romeral,2016-06-09 09:30:00
4393,\N,\N,Santiago,2016-06-18 17:30:00
4396,\N,\N,Ñuñoa,2016-06-10 17:00:00
4400,\N,\N,Tierra Amarilla,2016-06-19 15:30:00
4401,\N,\N,Chimbarongo,2016-06-10 19:00:00
4402,\N,\N,Macul,2016-06-17 14:00:00
4405,\N,\N,Malloa,2016-06-25 17:00:00
4408,-33.7550321,-70.9128036,Isla de Maipo,2016-06-27 19:00:00
4409,\N,\N,Recoleta,2016-06-07 15:13:00
4410,-33.436711,-70.6455384,Santiago,2016-06-11 10:00:00
4414,-53.1739727,-70.9364038,Punta Arenas,2016-06-08 14:00:00
4418,\N,\N,Arica,2016-06-11 21:00:00
4419,\N,\N,Melipilla,2016-06-04 09:30:00
4420,-36.8306803,-73.0377381,Hualpén,2016-06-20 17:00:00
4421,\N,\N,Santiago,2016-06-28 09:00:00
4422,-33.0284992,-71.6490703,Valparaíso,2016-05-28 15:00:00
4424,\N,\N,Puente Alto,2016-06-21 18:30:00
4425,\N,\N,Talca,2016-06-18 17:00:00
4426,-33.5868141,-70.696112,San Bernardo,2016-06-11 20:47:00
4427,\N,\N,San Clemente,2016-06-18 10:00:00
4429,\N,\N,Calera de Tango,2016-05-07 16:00:00
4430,-33.4865016,-70.6530035,San Miguel,2016-06-11 12:30:00
4432,-33.6816802,-71.2121277,Melipilla,2016-06-26 15:45:00
4434,-33.4280079,-70.6183646,Providencia,2016-06-10 19:00:00
4435,\N,\N,Colbún,2016-06-09 13:00:00
4436,\N,\N,Osorno,2016-06-25 20:17:00
4438,\N,\N,Coquimbo,2016-06-13 18:00:00
4439,-29.8984252,-71.2595676,La Serena,2016-06-02 18:00:00
4440,-33.5632115,-70.6413403,Santiago,2016-06-11 15:00:00
4441,\N,\N,Villarrica,2016-06-28 17:30:00
4444,-33.5938641,-70.7014015,Santiago,2016-06-11 10:30:00
4445,-36.8322169,-73.0522313,Concepción,2016-06-02 19:30:00
4447,\N,\N,Puerto Varas,2016-06-19 13:00:00
4449,-33.018402,-71.5509718,Viña del Mar,2016-05-28 09:00:00
4450,\N,\N,Maipú,2016-05-27 16:14:00
4451,\N,\N,Curicó,2016-06-26 15:00:00
4452,-32.9460462,-71.5405118,Concón,2016-06-11 17:45:00
4454,-33.4887046,-70.6508116,San Miguel,2016-05-29 15:00:00
4455,\N,\N,El Bosque,2016-05-29 10:00:00
4456,\N,\N,Extranjero,2016-06-21 19:00:00
4457,-33.0011891,-71.2609818,Limache,2016-06-23 11:32:00
4459,-36.8295611,-73.0524844,Concepción,2016-05-26 17:00:00
4460,-36.8230492,-73.0408371,Concepción,2016-06-16 18:31:00
4463,\N,\N,Valdivia,2016-04-28 19:00:00
4464,\N,\N,Osorno,2016-06-28 09:00:00
4465,\N,\N,Puerto Varas,2016-06-16 20:00:00
4468,-38.743973,-72.5848674,Padre Las Casas,2016-06-11 18:00:00
4469,\N,\N,San Esteban,2016-06-15 10:30:00
4473,\N,\N,Providencia,2016-06-17 20:00:00
4475,\N,\N,Colchane,2016-06-09 15:00:00
4476,\N,\N,San Antonio,2016-06-13 10:30:00
4478,\N,\N,La Serena,2016-06-21 18:00:00
4480,\N,\N,Ñuñoa,2016-06-18 18:00:00
4482,\N,\N,Puerto Montt,2016-06-17 16:00:00
4484,\N,\N,Chanco,2016-06-22 08:15:00
4490,\N,\N,Recoleta,2016-06-21 19:30:00
4491,-35.425296,-71.660835,Talca,2016-06-28 17:30:00
4494,-35.5923629,-71.7360597,San Javier,2016-06-12 15:00:00
4496,-33.1469819,-71.5688948,Valparaíso,2016-06-13 14:00:00
4497,\N,\N,Calbuco,2016-06-12 21:35:00
4501,\N,\N,Pitrufquén,2016-06-13 10:00:00
4502,\N,\N,Las Condes,2016-06-18 12:00:00
4504,\N,\N,Viña del Mar,2016-05-09 19:00:00
4506,-33.4945411,-70.6830514,San Bernardo,2016-06-15 14:00:00
4507,\N,\N,Coquimbo,2016-06-20 15:00:00
4517,-33.3729012,-70.6816898,Conchalí,2016-05-28 10:00:00
4518,\N,\N,Pucón,2016-06-11 16:00:00
4519,\N,\N,Coquimbo,2016-06-17 19:00:00
4520,\N,\N,Rauco,2016-06-21 10:00:00
