idEla,lat,lng,comuna,fecha,link,participantes
3781,\N,\N,"Santiago","2016-06-20 15:30:00",11203,"F:50,F:58,F:62,F:76,M:25,M:62,M:64,M:70,M:71,M:72"
3782,-34.7148272,-71.0444211,"Chimbarongo","2016-05-29 10:00:00",2328,"F:56,F:68,M:55,M:59,M:61,M:64,M:64,M:65,M:66,M:67,M:68,M:69,M:70,M:70,M:71,M:71,M:71,M:72,M:72,M:72,M:72,M:73,M:73,M:73,M:73,M:75,M:77,M:82"
3783,\N,\N,"Ñuñoa","2016-06-18 09:15:00",6537,"F:21,F:27,F:30,F:34,F:44,F:51,F:57,F:60,M:31,M:51"
3787,\N,\N,"La Ligua","2016-06-23 20:00:00",11416,"F:54,F:65,M:42,M:46,M:52,M:53,M:60,M:62,M:67,M:69,M:71,M:85"
3788,\N,\N,"Concepción","2016-06-21 08:00:00",13344,"F:14,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:17,F:17,F:17,F:17,M:16,M:16,M:16,M:16,M:17,M:17,M:17,M:17,M:17,M:17"
3789,\N,\N,"San Joaquín","2016-06-23 15:00:00",13662,"F:26,F:26,F:26,F:28,F:31,M:23,M:26,M:26,M:27,M:28,M:40"
3791,\N,\N,"Calama","2016-05-14 18:00:00",1028,"F:42,F:46,F:47,F:70,M:15,M:19,M:25,M:42,M:44,M:69"
3792,\N,\N,"Lebu","2016-06-23 15:37:00",13688,"F:30,F:30,F:32,F:37,F:38,F:56,M:33,M:41,M:55,M:56,M:56,M:59"
3793,\N,\N,"Quilpué","2016-05-30 18:30:00",4269,"F:42,F:53,F:58,M:65,M:66,M:67,M:71,M:73,M:74,M:77,M:84"
3794,\N,\N,"Iquique","2016-06-04 19:02:00",5268,"F:30,F:39,F:43,F:47,F:55,F:67,M:30,M:39,M:41,M:43"
3796,-35.5969963,-71.7244368,"San Javier","2016-06-09 11:30:00",6610,"F:16,F:16,F:16,F:16,F:16,F:17,F:17,F:17,F:17,F:17,F:17,F:17,F:18,F:18,F:37,F:41,M:15,M:16,M:17,M:18,M:20,M:20"
3799,\N,\N,"Conchalí","2016-05-27 20:00:00",1828,"F:18,F:24,F:33,F:44,F:45,M:17,M:27,M:37,M:41,M:59"
3800,\N,\N,"Pelluhue","2016-06-20 10:20:00",12143,"F:15,F:15,F:15,F:15,F:16,M:15,M:15,M:15,M:15,M:15,M:16"
3802,-35.5969963,-71.7244368,"San Javier","2016-06-09 11:30:00",6585,"F:14,F:14,F:14,F:15,F:16,F:16,F:16,M:14,M:14,M:14,M:15,M:15,M:15,M:15,M:16,M:16,M:16,M:16,M:17,M:47"
3803,\N,\N,"Extranjero","2016-05-10 18:30:00",845,"F:30,F:32,F:34,F:41,F:41,F:56,F:59,M:33,M:36,M:45,M:55,M:56,M:59,M:59,M:60,M:63,M:64,M:66,M:70,M:72"
3805,\N,\N,"Extranjero","2016-06-22 14:00:00",13710,"F:30,F:33,F:35,F:64,F:67,M:25,M:28,M:30,M:31,M:34,M:38,M:61"
3807,\N,\N,"Providencia","2016-06-12 15:30:00",8695,"F:25,F:35,F:52,F:54,F:56,F:57,F:58,F:61,F:71,F:72,M:42,M:54,M:55,M:63,M:69,M:70"
3809,\N,\N,"Temuco","2016-06-25 15:30:00",14515,"F:41,F:42,F:46,F:50,F:51,F:57,M:14,M:23,M:52,M:54,M:56,M:58"
3813,\N,\N,"Extranjero","2016-05-21 14:30:00",1328,"F:73,F:83,M:69,M:70,M:71,M:72,M:73,M:75,M:75,M:76"
3815,-33.0297941,-71.5162481,"Quilpué","2016-05-28 09:00:00",3849,"F:26,F:51,F:53,F:67,M:17,M:49,M:57,M:57,M:64,M:70,M:71,M:80"
3817,\N,\N,"Valdivia","2016-06-11 10:30:00",6464,"F:19,F:27,F:28,F:29,F:31,F:33,F:33,F:34,F:41,F:51,M:21,M:26,M:27,M:28,M:29,M:42"
3821,\N,\N,"Macul","2016-05-22 19:03:00",1912,"F:35,F:58,F:61,F:63,F:63,F:65,F:66,F:68,F:71,M:25,M:36,M:62,M:70,M:71"
3824,-33.4163505,-70.6529221,"Independencia","2016-06-27 12:30:00",15082,"F:30,F:34,F:50,F:60,F:61,F:65,F:68,F:70,F:88,M:25,M:63,M:69"
3825,-33.4613254,-70.5700124,"Peñalolén","2016-06-04 20:00:00",1890,"F:41,F:45,M:14,M:16,M:16,M:39,M:39,M:40,M:40,M:41,M:43"
3826,\N,\N,"San Fernando","2016-06-14 18:30:00",7922,"F:30,F:33,F:36,F:39,F:39,F:40,F:45,F:46,M:49,M:50"
3828,\N,\N,"Rauco","2016-06-14 16:00:00",8639,"F:24,F:25,F:27,F:27,F:29,F:31,F:31,F:31,F:33,F:34,F:45,F:51,F:60,M:25,M:34,M:59"
3833,\N,\N,"Vitacura","2016-06-23 19:30:00",13252,"F:24,F:34,F:37,F:63,F:74,F:90,M:28,M:41,M:41,M:70,M:74"
3835,\N,\N,"Peñalolén","2016-06-10 20:00:00",7418,"F:38,F:45,F:49,F:50,F:53,M:19,M:19,M:21,M:23,M:45,M:47,M:50,M:51,M:52,M:54"
3836,\N,\N,"Ñuñoa","2016-06-16 14:00:00",10359,"F:19,F:21,F:22,F:30,F:56,M:18,M:18,M:20,M:20,M:22"
3842,-32.7555164,-70.7056189,"San Felipe","2016-06-15 16:15:00",8602,"F:27,F:30,F:35,F:36,F:38,F:41,F:45,F:48,F:48,M:28,M:36,M:42,M:58,M:65"
3843,\N,\N,"La Reina","2016-06-04 14:00:00",4437,"F:15,F:18,F:47,F:47,F:48,F:48,F:48,F:48,F:48,F:49,F:49,M:16,M:20,M:47,M:48,M:48,M:49,M:63,M:82"
3844,-33.4445533,-70.6620578,"Providencia","2016-06-04 10:00:00",844,"F:18,F:23,F:23,F:30,M:21,M:25,M:25,M:26,M:27,M:28"
3845,\N,\N,"Vitacura","2016-05-28 13:30:00",3700,"F:44,F:44,F:47,F:47,M:40,M:43,M:46,M:46,M:50,M:63"
3846,\N,\N,"Ovalle","2016-05-30 17:41:00",3380,"F:21,F:22,F:24,F:24,F:25,F:28,F:29,F:31,F:34,M:22,M:29,M:30,M:38,M:39,M:42,M:53"
3849,-33.4348127,-70.557912,"Ñuñoa","2016-06-11 15:00:00",5754,"F:46,F:46,F:46,F:48,M:45,M:46,M:47,M:47,M:48,M:48,M:50"
3851,-53.1379134,-70.8706097,"Punta Arenas","2016-06-18 16:00:00",7946,"F:21,F:23,F:25,F:26,F:29,F:57,M:25,M:28,M:30,M:34,M:50"
3852,\N,\N,"Casablanca","2016-05-27 19:00:00",273,"F:23,F:33,F:53,F:55,F:65,F:70,F:70,F:72,M:18,M:18,M:23,M:25,M:61,M:69"
3854,\N,\N,"Santiago","2016-06-04 18:00:00",5764,"F:22,F:25,F:28,F:28,F:30,M:24,M:25,M:25,M:26,M:28,M:29"
3855,\N,\N,"Puente Alto","2016-06-15 16:30:00",10161,"F:28,F:31,F:42,F:44,F:51,F:53,F:57,F:59,F:62,F:63,F:68,F:83"
3856,\N,\N,"San Fernando","2016-06-22 10:00:00",11308,"F:27,F:43,F:70,M:40,M:47,M:49,M:49,M:50,M:52,M:58,M:63,M:68"
3859,\N,\N,"Ñuñoa","2016-06-23 19:00:00",13338,"F:57,F:64,F:64,F:65,F:66,F:70,F:79,M:28,M:32,M:54,M:60,M:73"
3860,-33.419182,-70.583187,"Las Condes","2016-06-23 21:30:00",11295,"F:26,F:26,F:27,F:27,F:27,F:27,F:27,M:26,M:26,M:28,M:29,M:30,M:31"
3862,\N,\N,"Quillota","2016-06-24 20:10:00",14163,"F:16,F:17,F:41,F:44,M:22,M:25,M:41,M:42,M:45,M:61"
3864,\N,\N,"Quinta Normal","2016-06-15 18:00:00",8421,"F:35,F:58,F:61,F:62,F:63,F:65,F:65,F:71,F:74,F:75,F:77"
3865,\N,\N,"La Reina","2016-06-12 16:00:00",5150,"F:33,F:49,F:49,F:73,F:80,M:42,M:44,M:51,M:54"
3869,\N,\N,"Puerto Varas","2016-06-21 20:00:00",10242,"F:33,F:35,F:36,F:38,F:38,M:37,M:38,M:38,M:40,M:40"
3873,\N,\N,"Lo Barnechea","2016-06-24 20:00:00",14260,"F:42,F:45,F:45,F:45,F:46,M:44,M:46,M:46,M:47,M:49"
3874,\N,\N,"Las Condes","2016-06-09 18:00:00",3206,"F:26,F:28,F:45,F:45,F:45,F:50,M:34,M:43,M:47,M:47,M:48,M:50,M:52,M:53,M:58,M:63,M:77"
3875,\N,\N,"Coquimbo","2016-06-11 13:30:00",6991,"F:22,F:26,F:27,F:28,F:35,F:46,F:52,F:54,F:55,M:25,M:28,M:29,M:31,M:59"
3877,\N,\N,"Ovalle","2016-05-12 00:00:00",286,"F:19,F:19,F:19,F:21,F:23,F:26,F:26,F:29,F:30,F:31,F:36,F:38,F:42,M:19,M:19,M:20,M:20,M:40,M:40,M:42,M:43,M:52,M:54,M:59"
3878,\N,\N,"Las Condes","2016-06-13 20:30:00",8701,"F:33,F:34,M:36,M:41,M:43,M:43,M:43,M:44,M:45,M:46,M:46,M:48"
3879,\N,\N,"Coyhaique","2016-06-24 18:00:00",13365,"F:34,F:35,F:49,M:30,M:34,M:35,M:45,M:50,M:62,M:65,M:70"
3880,-33.491255,-70.5938033,"Ñuñoa","2016-05-06 19:30:00",659,"F:29,F:42,F:45,F:59,F:60,F:64,F:64,M:18,M:27,M:28,M:39,M:53,M:62,M:62,M:66"
3882,\N,\N,"Rancagua","2016-05-27 17:00:00",2965,"F:41,F:45,F:49,F:49,M:21,M:39,M:43,M:44,M:49,M:49"
3883,\N,\N,"La Florida","2016-06-18 16:00:00",11657,"F:21,F:21,F:21,F:23,F:41,F:46,F:51,M:24,M:45,M:49,M:50"
3885,-33.4448894,-70.6502897,"Santiago","2016-06-04 10:00:00",5386,"F:25,F:28,F:28,F:28,F:31,F:38,F:40,F:48,F:51,F:60,M:34,M:43,M:45,M:46"
3886,-33.4553635,-70.6209463,"Ñuñoa","2016-05-29 16:00:00",3433,"F:27,F:35,F:35,F:35,F:35,F:59,M:32,M:35,M:36,M:36,M:38,M:39,M:62"
3887,-33.0699631,-71.5749379,"Valparaíso","2016-06-16 14:30:00",9604,"F:14,F:15,F:15,F:15,F:16,F:16,F:16,F:17,F:17,F:17,F:18,M:14,M:14,M:15,M:15,M:16,M:16,M:16,M:16,M:17,M:17,M:18,M:26,M:38"
3890,\N,\N,"La Reina","2016-06-19 16:00:00",12172,"F:28,F:29,F:48,F:49,F:76,M:18,M:18,M:24,M:29,M:47,M:52"
3892,-33.5809691,-70.635207,"La Pintana","2016-06-27 16:30:00",15181,"F:25,F:33,F:42,F:60,F:65,M:25,M:43,M:47,M:52,M:53,M:62,M:66"
3893,-33.3737126,-70.6346298,"Huechuraba","2016-06-18 17:30:00",10583,"F:23,F:41,F:46,F:46,F:70,M:20,M:45,M:46,M:48,M:69"
3897,\N,\N,"San Miguel","2016-05-29 17:00:00",1193,"F:22,F:55,F:56,F:58,M:22,M:43,M:51,M:57,M:62,M:62"
3898,\N,\N,"Santiago","2016-06-21 14:00:00",8595,"F:26,F:27,F:33,F:35,F:37,F:47,F:50,F:52,F:58,F:61,M:34,M:35,M:40,M:52"
3901,\N,\N,"Arica","2016-06-04 18:00:00",4207,"F:17,F:19,F:51,F:52,F:72,F:72,F:74,M:33,M:51,M:71,M:80"
3902,\N,\N,"Macul","2016-06-28 17:00:00",9421,"F:30,F:33,F:34,F:38,F:43,F:45,F:48,F:52,F:52,F:55,F:57,M:37,M:40,M:54,M:58"
3905,-36.7562373,-73.0911792,"Talcahuano","2016-06-20 18:00:00",2351,"F:50,F:64,F:73,M:22,M:54,M:62,M:73,M:75,M:77,M:78,M:78"
3906,\N,\N,"Casablanca","2016-06-19 19:00:00",12335,"F:37,F:49,F:50,F:53,F:66,M:14,M:16,M:34,M:40,M:54,M:54"
3907,\N,\N,"Valdivia","2016-06-10 15:31:00",7167,"F:66,F:67,F:68,F:68,F:68,F:69,F:70,F:72,F:72,F:73,F:76,F:77,M:68,M:69,M:73,M:74,M:76,M:82"
3908,\N,\N,"La Pintana","2016-06-18 17:00:00",9672,"F:45,F:46,F:53,F:54,F:70,F:71,F:81,F:83,M:42,M:78"
3910,\N,\N,"Paillaco","2016-06-21 17:30:00",13174,"F:24,F:25,F:32,F:41,F:47,F:49,F:57,F:60,F:64,M:46,M:66"
3912,-33.5003968,-70.7576748,"Maipú","2016-05-12 13:00:00",888,"F:15,F:15,F:16,M:15,M:15,M:15,M:15,M:15,M:15,M:15,M:15,M:15,M:16,M:16,M:16,M:16,M:16,M:16,M:17"
3913,\N,\N,"La Florida","2016-06-17 16:00:00",8137,"M:16,M:21,M:27,M:27,M:28,M:29,M:38,M:51,M:71,M:90,M:93"
3915,\N,\N,"Concepción","2016-05-28 09:00:00",2602,"F:26,F:29,F:35,F:40,F:41,F:45,F:47,F:51,F:56,F:56,F:65,M:25,M:58,M:68"
3918,\N,\N,"El Bosque","2016-05-22 15:30:00",1436,"F:28,F:35,F:35,F:41,F:42,F:43,F:49,M:29,M:37,M:66"
3919,\N,\N,"Copiapó","2016-06-05 18:30:00",3547,"F:14,F:16,F:18,F:31,F:32,F:33,F:33,F:35,F:38,F:49,F:61,F:65,F:71,F:74,M:16,M:34,M:37,M:38,M:43,M:43,M:52"
3922,-33.4043743,-70.7132565,"Quinta Normal","2016-06-16 18:00:00",10458,"F:19,F:20,F:20,F:21,F:69,F:73,M:18,M:18,M:18,M:19,M:20,M:22,M:24,M:34"
3925,\N,\N,"Las Condes","2016-05-21 19:00:00",1766,"F:15,F:42,F:43,F:43,F:43,F:43,F:44,F:66,M:16,M:43,M:43,M:44,M:45,M:45"
3929,-33.5228588,-70.6017958,"San Miguel","2016-06-11 18:00:00",8183,"F:34,F:40,F:42,F:43,F:52,F:54,F:59,M:48,M:53,M:70,M:71"
3930,\N,\N,"Los Ángeles","2016-06-28 16:00:00",15427,"F:23,F:40,F:44,F:45,F:49,F:51,F:57,F:63,F:66,M:21,M:45,M:47,M:50"
3931,\N,\N,"Ñuñoa","2016-06-27 15:00:00",14082,"F:28,F:32,F:55,F:64,F:72,M:29,M:39,M:64,M:66,M:71"
3934,\N,\N,"San Rosendo","2016-06-20 14:00:00",7056,"F:18,F:64,F:69,M:14,M:16,M:17,M:20,M:26,M:26,M:43,M:61"
3936,\N,\N,"Las Condes","2016-06-28 18:15:00",15056,"F:41,F:41,F:49,M:41,M:42,M:43,M:48,M:54,M:54,M:55"
3937,-40.795491,-73.2150452,"Río Negro","2016-05-05 19:30:00",556,"F:28,F:43,F:71,M:28,M:38,M:42,M:47,M:50,M:51,M:58,M:61,M:63,M:65,M:67,M:74,M:84"
3939,\N,\N,"La Serena","2016-06-05 18:00:00",6102,"F:16,F:25,F:26,F:36,F:40,F:44,M:17,M:32,M:38,M:39,M:40,M:42"
3941,\N,\N,"Temuco","2016-06-22 17:02:00",13230,"F:16,F:43,F:43,F:49,M:32,M:38,M:42,M:44,M:48,M:52"
3944,\N,\N,"Valparaíso","2016-06-13 14:00:00",8331,"F:26,F:26,F:29,F:34,F:34,F:35,F:37,F:48,M:21,M:24,M:25,M:26,M:27,M:34,M:34,M:37"
3945,-20.2178192,-70.1427386,"Iquique","2016-06-03 17:00:00",4795,"F:38,F:45,F:54,F:67,F:68,F:69,F:71,F:72,F:80,M:72"
3947,-27.362235,-70.3468936,"Copiapó","2016-06-27 16:00:00",15054,"F:18,F:18,F:18,F:19,F:20,F:20,F:24,F:31,F:32,M:18,M:18,M:28"
3949,\N,\N,"Providencia","2016-06-28 18:30:00",15837,"F:19,F:20,F:25,F:27,F:28,F:28,F:28,F:28,F:47,M:28,M:49"
3951,\N,\N,"Illapel","2016-06-21 09:30:00",12489,"F:15,F:15,F:16,F:16,F:16,M:15,M:16,M:16,M:17,M:18"
3952,\N,\N,"La Serena","2016-06-16 18:00:00",3568,"F:68,M:27,M:34,M:35,M:35,M:40,M:55,M:55,M:59,M:72,M:78"
3955,-37.7915634,-72.7117034,"Angol","2016-06-28 19:00:00",15742,"F:66,F:67,F:67,F:69,F:75,M:34,M:41,M:60,M:67,M:69,M:69,M:86"
3958,\N,\N,"San Pablo","2016-06-27 14:30:00",13406,"F:33,F:35,F:36,F:39,F:42,F:58,F:63,M:29,M:30,M:40,M:43,M:46,M:47,M:56"
3959,-33.0173805,-71.5412697,"Viña del Mar","2016-06-24 17:30:00",10197,"F:24,F:26,F:26,F:27,F:29,F:39,F:46,F:47,F:49,F:60,F:60,F:61,M:50,M:72"
3960,\N,\N,"Coquimbo","2016-06-18 15:30:00",10976,"F:32,F:32,F:48,F:53,F:84,M:39,M:54,M:56,M:57,M:71"
3962,\N,\N,"Curanilahue","2016-06-15 15:00:00",9572,"F:25,F:42,F:54,F:55,F:57,F:58,F:59,F:65,F:71,M:58,M:82"
3964,\N,\N,"Chiguayante","2016-06-17 15:30:00",10071,"F:26,F:35,F:44,F:47,F:58,F:61,F:64,F:65,F:66,F:86,M:37,M:42,M:47,M:48,M:49,M:52,M:54,M:55,M:58,M:58,M:59"
3965,\N,\N,"La Unión","2016-06-10 20:30:00",5180,"F:17,F:20,F:20,F:22,F:26,F:26,F:33,F:38,F:41,F:58,M:17,M:18,M:20,M:32,M:48"
3966,\N,\N,"Chillán","2016-05-22 16:00:00",1674,"F:35,F:41,F:47,F:51,F:57,F:61,F:61,F:73,M:16,M:63"
3968,\N,\N,"San Juan de la Costa","2016-06-23 11:00:00",11328,"F:19,F:29,F:34,F:35,F:43,F:51,F:53,F:60,F:64,F:65,F:67,M:34,M:43,M:46,M:53,M:54,M:57,M:57"
3971,-33.5363288,-70.5658727,"La Florida","2016-06-11 18:00:00",6865,"F:27,F:29,F:30,F:41,F:60,M:23,M:24,M:31,M:31,M:45,M:50"
3973,\N,\N,"Viña del Mar","2016-05-28 15:00:00",3482,"F:56,F:57,F:59,M:44,M:52,M:54,M:57,M:58,M:60,M:65"
3974,-33.4572699,-70.6386729,"Santiago","2016-06-05 11:00:00",1987,"F:36,F:39,F:44,F:45,F:50,F:60,F:66,F:72,M:29,M:32,M:34,M:35,M:45,M:50,M:62,M:73"
3977,\N,\N,"Extranjero","2016-06-21 14:00:00",13136,"F:26,F:29,F:29,F:30,F:30,F:30,F:31,F:33,M:30,M:31,M:32,M:37"
3979,\N,\N,"Chillán","2016-05-28 10:00:00",3967,"F:20,F:26,F:28,F:28,F:52,F:64,F:67,F:78,M:25,M:26,M:34,M:57,M:57,M:62"
3980,\N,\N,"San Pedro de La Paz","2016-06-23 18:10:00",9145,"F:36,F:42,F:44,F:54,F:55,F:55,F:57,F:80,M:14,M:82"
3983,\N,\N,"La Reina","2016-05-28 10:30:00",3510,"F:17,F:17,F:42,F:43,F:43,F:44,F:44,F:46,M:17,M:45,M:49,M:50"
3986,\N,\N,"Renca","2016-06-11 22:00:00",7751,"F:23,F:25,F:26,M:24,M:25,M:25,M:26,M:26,M:26,M:26,M:27,M:32"
3991,-42.4711973,-73.7792302,"Castro","2016-05-24 19:30:00",2160,"F:29,F:32,F:33,F:34,F:37,F:38,F:41,F:44,F:50,M:35,M:39,M:41"
3992,\N,\N,"Longaví","2016-06-21 18:00:00",10589,"F:24,M:31,M:41,M:42,M:42,M:46,M:47,M:48,M:52,M:64"
3994,\N,\N,"Santiago","2016-06-10 14:15:00",4722,"F:15,F:15,F:16,F:16,F:16,F:16,F:17,F:29,M:14,M:14,M:15,M:15,M:16,M:17,M:18,M:19,M:32"
4000,\N,\N,"Providencia","2016-06-15 19:30:00",10040,"F:27,F:45,F:50,F:59,F:60,F:66,F:77,F:79,M:40,M:82"
4002,\N,\N,"Santiago","2016-06-12 13:30:00",5934,"F:24,F:27,F:31,F:31,F:51,F:63,F:65,M:28,M:29,M:34,M:34,M:36"
4003,-33.4421387,-70.6528584,"Santiago","2016-06-24 17:30:00",13734,"F:31,F:40,F:46,F:48,F:53,F:54,M:26,M:36,M:41,M:50,M:50"
4005,-33.4360004,-70.6618224,"Santiago","2016-06-17 16:30:00",9108,"F:32,F:42,F:44,F:48,F:48,F:52,F:53,F:53,F:54,F:55,F:55,F:58,F:58,F:63,M:39,M:42,M:55"
4006,\N,\N,"Renca","2016-06-19 17:00:00",8190,"F:27,F:27,F:35,F:52,F:55,M:14,M:18,M:39,M:54,M:59"
4007,\N,\N,"Las Condes","2016-06-18 09:30:00",11564,"F:70,F:71,F:72,F:79,M:50,M:57,M:61,M:62,M:70,M:72,M:76,M:78"
4010,-33.0173805,-71.5412697,"Viña del Mar","2016-06-23 11:37:00",12503,"F:25,F:46,F:49,F:50,F:50,M:27,M:31,M:32,M:38,M:41,M:45,M:45"
4014,\N,\N,"Curicó","2016-06-11 18:00:00",6221,"F:51,F:53,F:53,F:55,F:56,F:57,M:55,M:55,M:55,M:58,M:58"
4017,\N,\N,"Puente Alto","2016-06-11 09:30:00",7659,"F:14,F:32,F:46,F:47,F:51,F:52,F:57,F:64,F:69,F:70,F:90,M:27,M:49"
4018,\N,\N,"Renca","2016-05-29 17:00:00",2967,"F:32,F:37,F:49,F:61,F:61,F:73,M:30,M:42,M:46,M:47,M:59,M:63,M:66,M:69,M:71"
4020,\N,\N,"La Ligua","2016-06-15 19:00:00",830,"F:17,F:38,F:44,F:47,M:19,M:29,M:31,M:33,M:35,M:39,M:39"
4021,-33.4449664,-70.6768022,"Santiago","2016-06-01 19:15:00",4815,"F:19,F:52,F:55,F:59,F:63,F:74,F:76,M:15,M:38,M:49,M:52,M:78,M:86"
4022,\N,\N,"Ñuñoa","2016-06-18 16:00:00",11067,"F:36,F:40,F:49,F:51,F:51,F:53,F:77,M:41,M:49,M:52,M:56,M:79"
4025,\N,\N,"Castro","2016-06-17 19:00:00",10206,"F:31,F:32,F:33,F:34,F:34,F:35,F:40,F:59,M:29,M:36"
4026,\N,\N,"Las Condes","2016-06-17 20:30:00",5051,"F:24,F:27,F:27,F:53,M:14,M:28,M:31,M:32,M:60"
4027,-33.4521717,-70.5328228,"La Reina","2016-06-08 11:30:00",6938,"F:17,F:17,F:17,F:18,F:18,F:18,F:18,F:18,F:19,F:57,M:17,M:17,M:17,M:17,M:18,M:18,M:18,M:18,M:18,M:19,M:19,M:20"
4031,\N,\N,"Puente Alto","2016-06-08 18:00:00",4592,"F:24,F:64,F:65,F:66,F:69,F:75,F:76,F:77,F:83,M:84"
4036,\N,\N,"Copiapó","2016-06-23 15:00:00",13215,"M:28,M:32,M:34,M:37,M:46,M:50,M:52,M:56,M:58,M:67"
4037,\N,\N,"Lo Barnechea","2016-06-21 08:00:00",6491,"M:27,M:27,M:27,M:28,M:28,M:28,M:28,M:28,M:28,M:28,M:28"
4041,\N,\N,"La Florida","2016-06-15 18:00:00",9130,"F:50,F:57,M:24,M:27,M:28,M:34,M:38,M:40,M:52,M:52,M:58"
4042,\N,\N,"Licantén","2016-06-21 17:00:00",9389,"F:25,F:29,F:34,F:37,F:38,F:41,F:41,F:44,F:58,F:60,F:66,F:67,F:70,F:81,M:46,M:46,M:54,M:76,M:80"
4045,-33.4786391,-70.6238355,"Santiago","2016-06-11 19:00:00",6442,"F:23,F:34,F:45,F:59,F:60,M:23,M:24,M:36,M:58,M:91"
4046,\N,\N,"Santiago","2016-06-25 14:00:00",14233,"F:24,F:29,F:31,F:31,F:31,M:29,M:30,M:32,M:32,M:33,M:35"
4047,\N,\N,"Extranjero","2016-05-07 15:27:00",706,"F:38,F:55,F:66,F:69,F:84,M:43,M:57,M:59,M:62,M:62,M:65,M:65,M:66,M:70,M:70,M:74,M:74"
4049,-33.4403484,-70.679329,"Santiago","2016-06-20 15:00:00",7807,"F:30,F:33,F:34,F:47,F:49,F:53,F:53,F:57,F:58,F:60,F:61,F:69,M:32,M:41,M:51,M:61"
4050,\N,\N,"Pemuco","2016-06-04 18:16:00",2334,"F:17,F:21,F:22,F:23,F:29,F:29,F:37,M:22,M:26,M:29"
4051,\N,\N,"Peñalolén","2016-06-18 19:30:00",11429,"F:21,F:36,F:42,F:45,F:69,M:14,M:35,M:43,M:44,M:63"
4052,\N,\N,"Melipilla","2016-05-07 15:00:00",724,"F:18,F:25,F:26,F:31,F:34,F:36,F:43,F:53,F:53,F:61,F:68,F:69,F:89,M:29,M:30,M:59,M:71"
4055,\N,\N,"La Ligua","2016-06-28 14:10:00",15504,"F:14,F:14,F:14,F:16,F:16,F:28,F:33,M:15,M:15,M:15,M:15,M:16,M:16,M:17,M:17,M:17,M:18,M:37"
4059,\N,\N,"Curacautín","2016-06-16 19:15:00",9807,"F:28,F:29,F:42,F:50,F:55,F:68,F:70,F:73,F:75,F:88"
4061,\N,\N,"Maule","2016-06-06 18:00:00",5765,"F:38,F:39,F:39,F:40,F:42,F:44,F:44,F:44,F:46,F:46,F:47,F:54,F:55,F:56,F:59"
4063,\N,\N,"Vilcún","2016-06-22 15:00:00",11302,"F:21,F:30,F:34,F:37,F:45,F:49,F:51,F:60,F:60,F:65,F:66,F:67,F:68,F:69,F:72,F:75,F:79,M:81"
4064,-33.5107023,-70.7617667,"Maipú","2016-06-18 16:00:00",11050,"F:19,F:23,F:23,F:39,M:16,M:22,M:25,M:29,M:42,M:49"
4065,\N,\N,"Río Ibáñez","2016-06-12 15:00:00",6816,"F:36,F:37,F:37,F:46,F:66,F:66,M:14,M:17,M:38,M:40,M:46"
4067,-33.4562848,-70.6648206,"Santiago","2016-05-27 19:00:00",3546,"F:21,F:26,F:29,F:31,F:40,F:56,M:24,M:25,M:29,M:29,M:30,M:32,M:38,M:41"
4070,\N,\N,"La Ligua","2016-06-11 15:30:00",7992,"F:35,F:41,F:69,M:19,M:28,M:36,M:52,M:62,M:74,M:83"
4072,\N,\N,"Curacautín","2016-06-10 19:30:00",7503,"F:27,F:28,F:33,F:47,F:60,M:28,M:30,M:35,M:36,M:39,M:42,M:58,M:65"
4074,\N,\N,"Las Condes","2016-06-19 14:01:00",5316,"F:14,F:17,F:45,F:49,F:50,F:76,M:19,M:20,M:59,M:83"
4075,\N,\N,"Huechuraba","2016-06-04 17:36:00",5617,"F:47,F:61,M:27,M:35,M:42,M:51,M:52,M:54,M:55,M:55,M:59"
4078,\N,\N,"Pedro Aguirre Cerda","2016-06-28 10:00:00",15657,"F:29,F:45,F:55,M:25,M:26,M:29,M:33,M:34,M:36,M:41,M:52,M:54,M:55,M:55"
4079,\N,\N,"Providencia","2016-06-19 10:00:00",11170,"F:31,F:31,F:32,F:37,F:48,F:49,M:31,M:32,M:32,M:37,M:38"
4080,-20.2331602,-70.1376837,"Iquique","2016-06-28 16:00:00",15713,"F:27,F:34,F:39,F:46,F:47,F:47,F:48,F:53,F:56,M:27,M:38,M:60"
4082,-38.7414032,-72.5789489,"Temuco","2016-06-16 08:00:00",1902,"F:24,F:24,F:47,M:21,M:25,M:27,M:30,M:31,M:34,M:37,M:39,M:42,M:42,M:43,M:46,M:47,M:51,M:52,M:56,M:57,M:58,M:60,M:64,M:65,M:65,M:68,M:69"
4085,\N,\N,"Ovalle","2016-06-11 10:10:00",7201,"F:37,F:74,M:25,M:39,M:43,M:57,M:63,M:65,M:66,M:74,M:79"
4088,\N,\N,"Angol","2016-06-21 20:00:00",13270,"F:28,F:43,F:43,F:43,F:47,F:51,F:53,F:53,F:54,F:54,F:57,F:60,M:36,M:36,M:37,M:48,M:53,M:53,M:53,M:57,M:64"
4089,\N,\N,"San Miguel","2016-06-10 09:30:00",6860,"F:24,F:25,F:25,F:25,F:26,F:26,F:28,F:30,F:30,F:31,F:32,F:32,F:33,F:34,F:35,F:36,F:37,F:50,F:52,F:63,M:26,M:31,M:42,M:49"
4090,\N,\N,"Chile Chico","2016-06-19 15:00:00",10079,"F:17,F:28,F:33,F:35,F:39,F:44,F:45,F:52,F:71,M:57"
